,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Liegenschaftsbezeichnung,Strasse,Hausnummer,PLZ,Ort,Referenznummer / Bezeichnung,Amtliche Wohnungsnummer,Hauptmieter,Mieter 2,Mieter 3,Stockwerk,Zimmer,m2,Baujahr,Sanierungsjahr,"E-mail der Verwaltung zur 
Eskalation/Information 
durch ailean
Wo sendet ailean Mängelmeldungen bei 
der Verwaltung hin? Z.B. Sammelinbox nur für 
ailean, Abteilungsemail oder 
Bewirtschafter*In Pro Liegenschaft nur einmal ausfüllen","Verwaltungskontakt während 
Öffnungszeiten
für Mieter
(Falls Kontakt überhaupt rausgegeben wird, 
wird dieser Kontakt rausgegeben. Pro Liegenschaft nur einmal Ausfüllen)","Eskalationskontakt intern
(Wohin soll ailean eskalieren, wenn der Mieter meldet, dass 
der Mangel nicht behoben ist trotz Eskalation 
an eigene Verwaltung?) In der Regel Teamleitung / Vorgesetzte",Eigentümer,"Fiskaljahr
z.B. 01.-12.","Budget für Mängelbehebung
Ist dieser Betrag erreicht, wird ailean nur noch Offertenanfragen stellen 
oder direkt an Verwaltung eskalieren (je nach Einstellungen)
Formel: Direktaufträge an Handwerker x Kompetenzsumme","Individuelle Schwelle 
kleiner Unterhalt in CHF
(z.B. CHF 150.-)
Pro Liegenschaft nur einmal Ausfüllen"
,Wydäckerring 40/46/48,Wydäckerring,48,8047,Zürich,3-Zi-Whg EG,,,,,EG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 40/46/48,Wydäckerring,48,8047,Zürich,3-Zi-Whg 1.OG,,,,,1. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 40/46/48,Wydäckerring,48,8047,Zürich,3.5-Zi-Whg 1.OG,,,,,1. OG,"3,5",70,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 40/46/48,Wydäckerring,48,8047,Zürich,3.5-Zi-Whg 1.OG,,,,,1. OG,"3,5",70,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 40/46/48,Wydäckerring,48,8047,Zürich,3-Zi-Whg 1.OG,,,,,1. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 40/46/48,Wydäckerring,48,8047,Zürich,3-Zi-Whg 2.OG,,,,,2. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 40/46/48,Wydäckerring,48,8047,Zürich,3.5-Zi-Whg 2.OG,,,,,2. OG,"3,5",70,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 40/46/48,Wydäckerring,48,8047,Zürich,3.5-Zi-Whg 2.OG,,,,,2. OG,"3,5",70,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 40/46/48,Wydäckerring,48,8047,Zürich,3-Zi-Whg 2.OG,,,,,2. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 40/46/48,Wydäckerring,48,8047,Zürich,3-Zi-Whg 3.OG,,,,,3. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 40/46/48,Wydäckerring,48,8047,Zürich,3.5-Zi-Whg 3.OG,,,,,3. OG,"3,5",70,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 40/46/48,Wydäckerring,48,8047,Zürich,3.5-Zi-Whg 3.OG,,,,,3. OG,"3,5",70,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 40/46/48,Wydäckerring,48,8047,Zürich,3-Zi-Whg 3.OG,,,,,3. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,42,8047,Zürich,3.5-Zi-Whg EG,,,,,EG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,42,8047,Zürich,3-Zi-Whg EG,,,,,EG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,42,8047,Zürich,3-Zi-Whg EG,,,,,EG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,42,8047,Zürich,3.5-Zi-Whg EG,,,,,EG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,42,8047,Zürich,3.5-Zi-Whg 1.OG,,,,,1. OG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,42,8047,Zürich,3-Zi-Whg 1.OG,,,,,1. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,42,8047,Zürich,3-Zi-Whg 1.OG,,,,,1. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,42,8047,Zürich,3.5-Zi-Whg 1.OG,,,,,1. OG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,42,8047,Zürich,3.5-Zi-Whg 2.OG,,,,,2. OG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,42,8047,Zürich,3-Zi-Whg 2.OG,,,,,2. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,42,8047,Zürich,3-Zi-Whg 2.OG,,,,,2. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,42,8047,Zürich,3.5-Zi-Whg 2.OG,,,,,2. OG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,42,8047,Zürich,3.5-Zi-Whg 3.OG,,,,,3. OG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,42,8047,Zürich,3-Zi-Whg 3.OG,,,,,3. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,42,8047,Zürich,3-Zi-Whg 3.OG,,,,,3. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,42,8047,Zürich,3.5-Zi-Whg 3.OG,,,,,3. OG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3.5-Zi-Whg EG,,,,,EG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,2-Zi-Whg EG,,,,,EG,2,56,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3-Zi-Whg EG,,,,,EG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3.5-Zi-Whg EG,,,,,EG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3.5-Zi-Whg 1.OG,,,,,1. OG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3-Zi-Whg 1.OG,,,,,1. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3-Zi-Whg 1.OG,,,,,1. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3.5-Zi-Whg 1.OG,,,,,1. OG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3.5-Zi-Whg 2.OG,,,,,2. OG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3-Zi-Whg 2.OG,,,,,2. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3-Zi-Whg 2.OG,,,,,2. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3.5-Zi-Whg 2.OG,,,,,2. OG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3.5-Zi-Whg 3.OG,,,,,3. OG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3-Zi-Whg 3.OG,,,,,3. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3-Zi-Whg 3.OG,,,,,3. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3.5-Zi-Whg 3.OG,,,,,3. OG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3.5-Zi-Whg 4.OG,,,,,4. OG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3-Zi-Whg 4.OG,,,,,4. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3-Zi-Whg 4.OG,,,,,4. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3.5-Zi-Whg 4.OG,,,,,4. OG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3.5-Zi-Whg 5.OG,,,,,5. OG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3-Zi-Whg 5.OG,,,,,5. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3-Zi-Whg 5.OG,,,,,5. OG,3,66,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 42 / 50 /52,Wydäckerring,50,8047,Zürich,3.5-Zi-Whg 5.OG,,,,,5. OG,"3,5",71,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1.5-Zi-Whg EG,,,,,EG,"1,5",36,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 2 EG,,,,,EG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 1 EG,,,,,EG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,2-Zi-Whg EG,,,,,EG,2,52,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 3 EG,,,,,EG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 4 EG,,,,,EG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 5 EG,,,,,EG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1.5-Zi-Whg EG,,,,,EG,"1,5",36,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 6 EG,,,,,EG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1.5-Zi-Whg 1.OG,,,,,1. OG,"1,5",36,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 8 1.OG,,,,,1. OG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 7 1.OG,,,,,1. OG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,2-Zi-Whg 1.OG,,,,,1. OG,2,52,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 9 1.OG,,,,,1. OG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 10 1.OG,,,,,1. OG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 11 1.OG,,,,,1. OG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 12 1.OG,,,,,1. OG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1.5-Zi-Whg 1.OG,,,,,1. OG,"1,5",36,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1.5-Zi-Whg 2.OG,,,,,2. OG,"1,5",36,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 14 2.OG,,,,,2. OG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 13 2.OG,,,,,2. OG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,2-Zi-Whg 2.OG,,,,,2. OG,2,52,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 15 2.OG,,,,,2. OG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 16 2.OG,,,,,2. OG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 17 2.OG,,,,,2. OG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1-Zi-Whg Nr. 18 2.OG,,,,,2. OG,1,32,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 66,Wydäckerring,66,8047,Zürich,1.5-Zi-Whg 2.OG,,,,,2. OG,"1,5",36,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Daniel Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 138/140,Wydäckerring,140,8047,Zürich,3-Zi-Whg.,,,,,EG,3,72,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dominik Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 138/140,Wydäckerring,140,8047,Zürich,5-Zi-Whg,,,,,EG,5,110,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dominik Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 138/140,Wydäckerring,140,8047,Zürich,5-Zi-Whg,,,,,1. OG,5,110,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dominik Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Wydäckerring 138/140,Wydäckerring,140,8047,Zürich,3-Zi-Whg,,,,,1. OG,3,72,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dominik Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Gelbe Häuser (B./C./E./S.),Baslerstrasse,127,8048,Zürich,4-Zi-Whg EG,,,,,EG,4,80,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Gelbe Häuser (B./C./E./S.),Baslerstrasse,127,8048,Zürich,4-Zi-Whg 1.OG,,,,,1. OG,4,80,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Gelbe Häuser (B./C./E./S.),Baslerstrasse,127,8048,Zürich,4-Zi-Whg 2.OG,,,,,2. OG,4,80,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Gelbe Häuser (B./C./E./S.),Baslerstrasse,129,8048,Zürich,3-Zi-Whg EG,,,,,EG,3,60,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Gelbe Häuser (B./C./E./S.),Baslerstrasse,129,8048,Zürich,3-Zi-Whg EG,,,,,EG,3,63,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Gelbe Häuser (B./C./E./S.),Baslerstrasse,129,8048,Zürich,3-Zi-Whg 1.OG,,,,,1. OG,3,60,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Gelbe Häuser (B./C./E./S.),Baslerstrasse,129,8048,Zürich,3-Zi-Whg 1.OG,,,,,1. OG,3,63,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
,Gelbe Häuser (B./C./E./S.),Baslerstrasse,129,8048,Zürich,3-Zi-Whg 2.OG,,,,,2. OG,3,63,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00","CHF 150,00"
